Biomass,d0(%),d1(%),d2(%),d3(%),d4(%),d5(%),d6(%),d7(%),d8(%),d9(%),p10,p100,p30,p40,p50,p60,p70,p80,p90,stdev,mean
20.7373,24.6827006,5.5459801,3.6191199,5.7508901,11.5059003,13.5250002,16.9007003,14.0946001,4.3261599,0.0489572,1.821769953,21.0734005,6.984479904,10.45759964,11.83829975,13.63570023,14.74479961,16.20269966,17.8288002,5.934510231,10.71350002
13.6075,29.0877014,8.6617097,7.7647597,6.5275297,8.6579598,12.8439993,14.0264004,8.2180999,4.1741598,0.0377668,1.958170056,18.02420044,4.195020199,5.584579945,7.730679989,10.57699966,12.24359989,13.26290035,15.08080006,4.985620022,8.181659698
9.0529,0.292882,0.678718,1.23917,2.5157901,9.9971503,29.6115011,35.6283993,16.6951001,3.3116501,0.0296989,8.184390068,15.36830044,10.16479969,10.65699959,11.1534996,11.58749962,11.97749996,12.41740036,12.97649956,1.991909981,10.81470013
7.2047,0.391601,0.511311,0.699009,1.37386,7.4921101,22.0367,35.7520014,26.087001,5.6279801,0.0283931,9.309679985,15.89710045,10.93089962,11.40480042,11.90359974,12.33150005,12.80420017,13.31760025,13.97070026,1.97487998,11.68500042
9.8298,0.61981,1.27104,2.35893,4.3542299,13.4366006,30.4212004,33.2450002,12.8114998,1.45193,0.0297687,8.584150314,16.86809921,10.53569984,11.09599972,11.59259987,12.04360008,12.50409985,13.06620026,13.78989983,2.263789892,11.29520035
8.1759,0.645575,1.01083,1.28418,3.3746202,10.6473997,28.0755997,36.9940013,15.2991995,2.63645,0.0321972,8.655790329,16.02540016,10.41419983,10.96889973,11.34869957,11.74499989,12.14150047,12.68099976,13.32549953,2.060659885,11.08399963
9.8532,0.21869,0.801492,1.66374,3.2023601,12.6114994,32.5302005,33.0817014,14.2572001,1.60641,0.0267606,8.673270226,16.05060005,10.25230026,10.72119999,11.12269974,11.53639984,11.97220039,12.47249985,13.19690037,1.928850055,10.96090031
8.4961,0.252913,0.389986,1.21651,3.66101,13.0972996,31.1818004,31.9763005,15.7150999,2.48027,0.0288466,9.475990295,17.2682991,11.01669979,11.49769974,11.95790005,12.4137001,12.88500023,13.53880024,14.31709957,2.041019917,11.85309982
7.5998,0.1957,0.341022,0.69331,3.1806201,16.7520002,31.9178998,26.8261999,17.3902005,2.6716899,0.0313037,9.552479744,17.63800049,10.89970016,11.48250008,12.07260036,12.64770031,13.26850033,14.01119995,14.86859989,2.139230013,12.07439995
8.2626,0.226813,0.343897,0.773193,2.07047,10.0143,29.8923999,34.315601,18.2521999,4.08049,0.0305392,9.419520378,16.17070007,10.7979002,11.15960026,11.57929993,11.97500038,12.37080002,12.84980011,13.60820007,1.814520001,11.47649956
8.6127,0.669524,1.03081,1.1026,2.79286,9.2016697,32.1936995,40.2759999,11.6760001,1.02513,0.0317381,9.633919716,17.31870079,11.27190018,11.72599983,12.10779953,12.47729969,12.87440014,13.36900043,13.95699978,2.060960054,11.83990002
9.254,0.280788,1.34491,3.4774501,7.2776102,14.1856,26.1233985,28.6244988,15.6937003,2.9607199,0.031345,7.539929867,16.11030006,9.882240295,10.50749969,11.05889988,11.6104002,12.1789999,12.75990009,13.53880024,2.376519918,10.75839996
8.0625,0.446573,0.769988,2.4631999,7.53747,22.3639995,32.1824014,24.1450995,9.0146802,1.04607,0.0305648,8.260540009,17.36459923,10.06499958,10.6814003,11.23509979,11.77099991,12.30729961,12.93239975,13.84560013,2.238590002,11.06970024
10.239,0.425647,0.393157,0.707336,1.78535,3.6774501,18.6054006,43.7709004,27.3236006,3.2837801,0.0274004,11.14509964,17.70800018,12.49339962,12.93700027,13.30930042,13.69859982,14.04800034,14.49769974,15.10439968,1.937639952,13.09080029
9.4638,0.326291,0.796637,0.820794,2.1677401,7.7457398,18.6496004,37.8803998,26.7576993,4.82536,0.0297114,10.12880039,17.60230064,12.11979961,12.68459988,13.20390034,13.59529972,14.08139992,14.66020012,15.30970001,2.215090036,12.85550022
7.0374,0.154929,0.40694,0.831099,1.38428,6.8428002,19.0763995,37.8720999,28.1697005,5.2287702,0.0330488,9.67481041,16.14369965,11.31739998,11.74670029,12.16849995,12.5777998,13.00030041,13.46580029,14.08469963,1.854769945,11.97290039
7.7093,0.570661,0.411202,0.896975,4.65331,20.6580997,37.8636003,23.7867996,9.08987,2.03851,0.0310259,9.246430397,17.96710014,10.7524004,11.27070045,11.72830009,12.16619968,12.68369961,13.44219971,14.42730045,2.158410072,11.71220016
2.4327,3.4610499,4.9184401,6.6761702,10.7481003,14.8710996,23.2051998,21.2188005,12.4503002,2.43125,0.0195475,4.705880165,14.49849987,7.59954977,8.615870476,9.312950134,9.910599709,10.49919987,11.19799995,11.99170017,2.725589991,8.810660362
1.6507,1.88809,2.7185399,4.8402201,11.6411999,23.0727002,30.4764986,18.4366003,5.34411,1.56214,0.0198648,5.383639812,12.93500042,7.115429878,7.59954977,7.969850063,8.378230095,8.802229881,9.303879738,10.0085001,1.901950002,7.821400166
3.338,2.27223,4.9171701,13.865,23.7287998,29.5926005,18.1845993,6.7061096,0.586469,0.122944,0.0241947,4.78689003,14.91450024,6.500199795,7.120100021,7.63078022,8.115180016,8.565110207,9.257909775,10.05729961,2.04885006,7.51804018
4.974,4.35794,6.2841497,12.1138997,18.1842998,22.5308999,20.1261997,12.2028999,3.8607001,0.315001,0.023926,4.002880096,13.75199986,6.153789997,6.829110146,7.493360043,8.056209564,8.686389923,9.387999535,10.21430016,2.365070105,7.279679775
5.3674,1.08582,3.9256599,8.4360003,16.6422993,22.8649005,23.2408002,16.3917005,6.72374,0.668198,0.0208812,5.420000076,15.26000023,7.539999962,8.270000458,8.899999619,9.590000153,10.22999954,10.92000008,11.88000011,2.428770065,8.777429581
6.89,1.6135201,4.6498399,11.0152997,20.5991998,21.8732998,19.7954997,14.0925005,5.5895898,0.747848,0.0235327,4.962510109,14.41899967,6.675139904,7.289979935,7.951139927,8.613409996,9.358130455,10.05980015,10.97529984,2.325860023,7.940400124
2.3591,2.67356,5.5612199,6.22789,9.6580997,16.6707993,21.6470003,24.8062998,11.5231,1.21075,0.021243,4.643280029,14.06569958,7.546559811,8.327199936,9.036879539,9.664480209,10.2986002,10.84399986,11.49540043,2.555949926,8.577739716
1.5058,2.93724,5.99356,9.1001399,11.8786,17.9866001,29.2685002,17.3783004,4.32925,1.103,0.0248124,3.98597002,12.52840042,6.320310116,7.131740093,7.70445013,8.14013958,8.534770012,8.940779686,9.586660385,2.151420116,7.216529846
3.267,3.9744999,6.6186503,9.5983803,13.9672995,20.8707005,23.8977,15.3154999,5.01603,0.720665,0.0205111,4.554100037,15.51809978,7.274119854,8.12804985,8.877530098,9.553609848,10.15579987,10.80490017,11.71240044,2.679229975,8.503890038
1.4856,5.2351099,8.84571,14.2182007,18.9304993,23.2528999,19.3174005,8.3852202,1.6480001,0.147107,0.0199765,3.641530037,14.31110001,5.833889961,6.576220036,7.271349907,7.891819954,8.52810955,9.146479607,9.942500114,2.36480999,7.044799805
3.3055,2.11976,5.1260699,9.68761,14.5765007,25.3641009,26.4562011,12.9437,3.3774398,0.324261,0.0243443,4.520840168,13.68179989,6.750160217,7.375060081,7.88699007,8.34803009,8.827529907,9.382340431,10.14099979,2.13383007,7.608530045
2.9249,0.635333,1.9504201,6.83733,22.1983001,37.2227997,19.0279007,8.1367701,3.2053199,0.762688,0.0231277,5.982800007,14.88090038,7.287310123,7.712779999,8.086910248,8.46833992,8.96173954,9.574910164,10.67749977,1.899340034,8.176269531
3.3173,2.43233,5.4111801,8.8580601,14.0102997,21.9873995,25.0919014,16.8874994,4.3082699,0.988613,0.0244697,4.369890213,13.17469978,6.561600208,7.21559,7.762189865,8.317520142,8.859109879,9.376729965,10.06459999,2.175440073,7.514619827
2.0554,2.67356,5.5612199,6.22789,9.6580997,16.6707993,21.6470003,24.8062998,11.5231,1.21075,0.021243,4.643280029,14.06569958,7.546559811,8.327199936,9.036879539,9.664480209,10.2986002,10.84399986,11.49540043,2.555949926,8.577739716
1.8645,1.12778,3.7601199,9.9752203,13.0891994,18.2418004,25.9505004,20.6402004,6.4608999,0.730889,0.0232942,4.535699844,12.1637001,6.374370098,7.086800098,7.590469837,7.999219894,8.371720314,8.844140053,9.446089745,1.899469972,7.245570183
9.8631,14.0248001,15.2008995,6.4004302,5.1445201,9.9014297,17.0497999,18.2269007,11.8384004,2.1778001,0.0350455,4.000090122,20.13339996,6.475430012,7.870930195,10.81540012,12.97280025,14.09230042,15.27530003,16.4409008,4.921279907,10.34899998
7.7165,9.2825502,15.9208998,16.9798002,11.2861,11.4330001,12.9614994,13.8348997,6.8863802,1.38595,0.0288677,3.701280117,20.75519943,7.568520069,8.793769836,9.846679688,10.86400032,12.20660019,13.57730007,15.37010002,4.359360218,9.765749931
6.6151,3.7666999,5.9403401,6.6367596,12.0907001,20.6707999,22.3983005,20.0882003,7.1853697,1.20348,0.019355,5.52504015,21.20949936,10.27890015,11.6303997,12.62979984,13.65929985,14.52120018,15.48219967,16.70700073,4.097439766,11.95930004
10.3486,7.8295998,7.18413,10.4964003,13.2854998,15.1454002,16.5944993,16.7686999,10.4745001,2.1878799,0.0334608,5.001580238,22.1718998,9.582050323,10.9708004,12.35439968,13.49279976,14.81130028,16.11980057,17.87269974,4.690480232,11.89970016
10.5621,1.20807,3.9016999,5.77063,9.4282903,15.1578993,23.7176001,25.7073998,13.7722999,1.31691,0.0192384,8.22826004,22.18440056,12.14939976,13.38560009,14.30519962,15.31260014,16.20070076,17.12100029,18.2493,3.814810038,13.76360035
5.3312,8.7957397,17.6982,21.3561997,13.2889003,11.7193997,11.7160998,7.39097,6.20666,1.8048299,0.0230136,3.737580061,21.14430046,5.822770119,6.921710014,8.538200378,10.01580048,11.77760029,13.64229965,16.36059952,4.646940231,9.232890129
6.3307,13.7294993,15.9312993,10.1159997,9.8101199,11.4600003,14.9067,13.4957001,7.1905598,3.33759,0.0224809,3.481319904,23.33329964,7.035809994,9.21339035,11.04100037,12.97770023,14.91860008,16.48590088,18.58930016,5.631030083,11.05990028
11.4092,9.5854297,15.2568996,13.3337006,8.9777902,12.8497005,14.0177995,11.6264001,10.4378,3.88778,0.0265591,4.026450157,20.46800041,6.729499817,8.19659996,10.26729965,11.83860016,13.18169975,14.68640041,16.5114994,4.703289986,10.16580009
10.6207,4.8463501,5.2848998,5.19359,4.6533201,9.4891198,21.8574002,24.6715993,19.5012003,4.4748299,0.0277565,5.708730221,22.31920052,13.2446003,14.65509987,15.49520016,16.36800003,17.20260048,18.09469986,19.20280075,4.904910088,14.06900024
8.1221,11.5932003,12.0880999,9.1038696,10.4520001,9.8936602,13.3127004,17.9484993,12.5218004,3.05328,0.0330141,3.199320078,22.60479927,8.322170258,10.59280014,12.45800018,14.14500046,15.6807003,17.26810074,18.74710083,5.683320045,11.70860004
10.156,6.4240098,3.8379502,3.8491599,5.9233502,12.1140003,21.2356001,26.4795005,16.6528001,3.4570601,0.0266635,6.405049801,22.11009979,12.51360035,13.76399994,14.81099987,15.75809956,16.63209915,17.54290009,18.65439987,4.519519806,13.76229954
12.8704,4.9864601,5.7798602,7.5813599,9.2002898,15.6570002,20.5331996,20.5660999,12.2892998,3.3842601,0.0221699,5.373730183,20.82939911,10.40989971,11.73779964,12.79310036,13.88510036,15.04769993,16.05660057,17.24209976,4.375090122,12.18739986
10.2059,2.42192,3.3361699,4.1446902,8.9890197,16.7732999,26.5251994,24.0746006,11.6203003,2.09001,0.0247535,8.777959824,22.77090073,12.64589977,13.68309975,14.56890011,15.41749954,16.33790016,17.27519989,18.51230049,3.998929977,13.98799992
3.805,7.0737101,12.9894003,18.5103998,20.2954993,18.7910005,12.3253003,5.6987099,3.73949,0.550881,0.0255775,3.168529987,13.63099957,4.788859844,5.47840023,6.153029919,6.716509819,7.481750011,8.315340042,9.478059769,2.421619892,6.245779991
3.9335,18.0004999,20.5390006,14.4635007,10.4529001,11.1593999,9.57743,9.50104,5.4088701,0.871147,0.0261712,2.660540104,16.70509911,4.215939999,5.007830143,5.954639912,7.506289959,8.999810219,10.83110046,12.53649998,3.699290037,6.926720142
3.2435,10.5708003,19.7543994,17.4868003,15.6480998,13.1511003,12.054,8.6866803,2.21579,0.406567,0.0256752,2.941699982,15.97099972,4.947919846,5.66753006,6.438419819,7.182250023,8.355999947,9.824399948,11.28540039,3.058880091,6.804659843
6.2352,9.0817302,13.3534998,10.8979002,12.8626004,16.5400997,15.4562995,13.1999999,6.4632602,2.11874,0.0257156,3.590080023,16.69440079,6.094089985,7.044939995,7.965569973,9.272339821,10.6590004,11.77649975,13.03530025,3.568059921,8.306460381
3.8896,6.78178,14.3421993,17.9657996,13.5261998,10.9416001,12.3282999,12.5643998,9.5998697,1.92494,0.0249447,3.214050055,14.55539989,5.174510002,6.073239803,7.032839775,8.197640419,9.362620354,10.41959953,11.69779968,3.14854002,7.292640209
3.412,8.9874297,7.42599,8.2823999,15.0426,16.6608006,18.524,16.3072005,7.6227799,1.12267,0.0241771,3.392849922,13.59619999,5.789820194,6.773069859,7.605840206,8.508319855,9.228139877,9.939089775,10.66419983,2.695009947,7.351610184
3.4891,12.6794994,16.4825007,17.5696999,16.2985995,12.0962001,11.8233003,8.9956701,3.14903,0.882484,0.0230216,2.961639881,17.06380081,5.013060093,5.819650173,6.715829849,7.987510204,9.70497036,10.79020023,12.00119972,3.473050117,7.313529968
3.0244,9.86441,16.1719993,22.8830993,16.46,14.4800007,10.8175002,6.4174503,2.4679501,0.414553,0.0230527,2.976419926,14.94729996,4.707749844,5.322790146,5.947730064,6.742370129,7.588769913,8.784029961,10.24549961,2.724930048,6.346119881
4.7593,10.4070999,11.1178003,12.7497002,16.4516002,16.3443998,18.6063007,9.6830703,3.3902202,1.22199,0.0278309,2.780930042,13.44799995,4.989799976,5.79554987,6.611219883,7.491499901,8.260919571,8.906579971,9.90583992,2.64902997,6.531469822
6.6552,5.21455,9.5868699,16.7363003,16.7352006,22.9451001,15.4530004,9.25586,3.3935402,0.65745,0.0221405,4.336810112,16.8803997,6.597249985,7.572569847,8.464710236,9.168040276,9.926099777,10.80749989,12.15810013,2.954570055,8.275300026
1.7775,3.6518902,10.9493002,24.0290001,29.2672992,17.2936007,6.1444901,4.7102399,3.0863199,0.846212,0.0216584,4.063370228,16.16300011,5.865819931,6.381690025,6.847690105,7.300220013,7.838180065,8.900099754,10.35550022,2.516010046,7.092919827
2.5209,11.9921997,18.3115005,19.2220002,13.4884,12.5233993,10.7579999,7.5370103,4.7291499,1.41233,0.025971,2.835289955,15.21339989,4.898379803,5.607550144,6.30700016,6.942349911,7.801690102,9.092579842,11.09249973,3.031589985,6.643410206
2.8056,4.5155,7.6357901,11.9714998,17.6069006,17.8712994,16.4388999,12.6811996,8.1477597,3.10908,0.022041,4.233530045,15.60509968,6.577280045,7.472350121,8.460780144,9.202710152,10.16240025,11.27569962,12.7482996,3.107029915,8.405690193
11.0125,4.7556002,7.72705,13.4238005,29.0298015,16.4363995,11.2607002,9.6974596,5.63935,2.0054299,0.0243974,5.214149952,20.95420074,8.673419952,9.498600006,10.26399994,10.96809959,11.75090027,12.94089985,14.82849979,3.540499926,10.13850021
10.7748,3.6843501,4.2320501,4.0729199,7.9738297,14.4896999,21.9579995,25.7883996,15.5714005,2.2063199,0.0230192,7.687280178,24.05699921,13.12220001,14.74129963,15.78849983,16.8465004,17.73119926,18.81599998,19.92840004,4.688340187,14.7840004
9.2031,9.1306999,9.3446001,9.9718504,11.9810998,14.2302006,18.5644001,14.6597996,8.9859203,3.10461,0.0268254,4.374619961,22.39859962,9.401659966,10.90600014,12.09210014,13.29179955,14.47220039,16.1128006,18.10449982,4.900869846,11.75940037
8.5261,3.0608101,6.9121502,14.8625001,19.8321998,20.2988997,16.2890002,11.2591997,6.1316699,1.3313,0.0224343,6.034959793,21.19779968,8.737050056,9.781709671,10.80080032,11.74069977,12.9708004,14.20629978,15.99040031,3.811249971,10.85900021
6.527,8.9424901,10.2874003,14.0810996,13.9452994,14.0798002,12.1003002,14.3689007,8.3795801,3.79408,0.0211973,4.440430164,20.91080093,7.898519993,8.98581028,10.07019997,11.53890038,13.03979969,15.32180023,17.07550049,4.643839836,10.57159996
4.9,2.9930299,14.3839002,12.748,14.5882994,16.3316995,17.3802003,13.0210996,6.75776,1.77821,0.0178741,4.605529785,20.32900047,7.56675005,9.255660057,10.51089954,11.83500004,13.15869999,14.43659973,15.90970039,4.216629982,10.37209988
7.813,4.94284,6.3415997,8.02003,15.1109993,18.8683003,17.7359998,17.9800004,9.4088897,1.5709801,0.0202504,5.571879864,20.45429993,9.677809715,11.07190037,12.00590038,13.05039978,13.81130028,14.66800022,15.91609955,3.904269934,11.39760017
9.2807,8.8665403,11.6084002,15.4397994,19.1010997,14.6256,15.7196,9.7857803,3.9608099,0.868888,0.0235305,4.059050083,22.89909935,7.742809772,9.028479576,10.17399979,11.7670002,13.35249996,14.80049992,16.65299988,4.636940002,10.45040035
6.4871,5.4156501,9.54023,11.0091999,15.1087999,18.2483003,19.1642001,13.1970003,6.28599,2.0064,0.0241877,4.667679787,21.23089981,8.402000427,9.881039619,11.26159954,12.4762001,13.66100025,15.00949955,16.66659927,4.389460087,10.95349979
16.2452,4.63579,6.88923,6.8185903,10.8842,14.0048996,21.1195007,19.9112996,13.5680005,2.1462601,0.0222528,5.591549873,22.80450058,10.96430016,12.91650009,14.26200008,15.20610046,16.15679932,17.39679909,18.76729965,4.780960083,13.18910027
9.0934,4.6193201,12.7094001,10.3808001,12.6931995,16.7821005,16.4205998,14.9878994,8.64283,2.74742,0.0164356,5.610760212,23.90320015,9.769220352,11.34969997,12.85459995,14.10459995,15.20189953,16.30900002,17.81570053,4.601260185,12.23410034
6.6947,2.9998699,10.4753003,18.0122003,18.3035001,15.8794001,11.5102999,13.0230993,7.9057097,1.87055,0.0200613,5.175849915,20.62260056,7.831600189,8.970080376,10.03859997,11.21140003,12.65810013,14.56289959,16.28499985,4.133299828,10.40939999
4.8951,9.1420397,7.5135902,8.2310297,11.2986997,15.7587007,18.0779994,18.2780996,8.4150203,3.2606501,0.0241774,4.423789978,24.38269997,11.05379963,12.54819965,13.97780037,15.23960018,16.33270073,17.58779907,19.27630043,5.263010025,13.16419983
8.9026,12.9985005,11.1340001,5.5345099,9.0430103,14.5000994,15.1301995,16.5456995,11.8657,3.2276299,0.020559,3.234549999,20.86949921,6.911079884,9.973730087,11.82979965,13.70559978,14.8888998,15.89239979,17.15559959,5.251239777,10.87520027
0.2721,10.7240997,13.0879998,16.3068995,19.1192001,17.7754,13.1463006,6.2019698,2.9034199,0.705499,0.0292014,2.759459972,14.07649994,4.792250156,5.626130104,6.395420074,7.092619896,7.927110195,8.751469612,9.701180458,2.615609884,6.355460167
0.0411,5.2358001,5.7764798,7.72181,15.6301007,24.8867005,23.3237997,13.1353006,3.5639599,0.68415,0.0419253,3.30708003,10.50899982,5.2115798,5.633900166,6.037559986,6.413370132,6.790219784,7.25082016,7.835380077,1.697639942,5.829130173
0.075,4.7315601,4.6122301,7.1347997,10.4162998,20.4106003,23.8804996,19.3344995,8.07155,1.38222,0.0257254,3.811919928,11.67020035,6.19329977,6.762650013,7.234970093,7.70167017,8.164239883,8.678910255,9.345190048,2.09491992,6.919429779
0.0467,4.1817099,5.0642699,6.3011803,14.2295003,24.2254004,24.6608004,15.5460998,5.0806999,0.68,0.0303456,3.679049969,11.08139992,5.723239899,6.179689884,6.595240116,6.99822998,7.431769848,7.896590233,8.515879631,1.824990034,6.384900093
0.0809,2.13916,1.97818,5.6767501,13.4259999,25.2840996,27.2233009,15.7115996,6.9782197,1.54454,0.0381001,4.94137001,11.98019981,6.454659939,6.919000149,7.347569942,7.747220039,8.163240433,8.678190231,9.410030365,1.83220005,7.206779957
0.215,3.7102401,5.3924199,9.8483898,14.9223998,18.7722996,22.7084994,18.4458002,5.26575,0.909053,0.0251457,4.707799911,14.01900005,6.848020077,7.497799873,7.952449799,8.393010139,8.857640266,9.317919731,10.00669956,2.152580023,7.659530163
0.2849,10.0702003,15.2539,20.3756005,18.3954,14.5855993,11.3227002,6.4336397,2.7716,0.765488,0.0257632,2.815759897,14.44869995,4.587180138,5.322169781,6.038829803,6.929830074,7.726669788,8.710680008,10.14400005,2.695749998,6.309189796
0.4108,4.53921,5.0628498,8.0653101,13.5060996,18.7711,19.3040997,17.8377002,10.8809002,2.00762,0.0250323,3.931799889,13.61209965,6.744840145,7.500040054,8.229089737,8.847430229,9.642290115,10.30599976,11.20720005,2.656970024,7.92854023
0.0762,20.3718007,22.5795001,17.8979993,16.1287993,12.1890999,7.6036498,2.09361,0.589376,0.481423,0.0647468,2.013859987,11.90100002,3.1682899,3.696039915,4.16809988,4.835909843,5.445990086,6.351580143,7.507349968,2.123519897,4.535470009
0.0464,3.3814501,4.1097999,7.17391,12.6798004,22.7348998,25.6424993,17.9105997,5.70876,0.632781,0.0254367,3.638230085,10.46930027,5.598169804,6.091750145,6.522099972,6.873449802,7.252610207,7.628099918,8.119350433,1.703500032,6.212550163
0.0487,4.6439301,6.4691097,10.0950003,19.1155002,24.4302005,20.2474996,9.5637403,4.25792,1.15248,0.0246566,3.511059999,11.59039974,5.414760113,5.918990135,6.394820213,6.802939892,7.311649799,7.858019829,8.64770031,1.932440042,6.246550083
0.061,1.50613,3.25775,5.97925,11.3688998,26.493901,28.6264002,16.2129998,5.6401201,0.881736,0.0327968,4.41892004,10.81659985,5.952459812,6.377399921,6.696559906,7.021420002,7.378280163,7.758299828,8.32349968,1.540969968,6.527120113
0.0414,8.2194597,8.9129403,11.3940001,20.5201998,21.9473004,17.7515,9.1381699,1.9208301,0.153915,0.0417246,2.71901989,11.21000004,4.635479927,5.21697998,5.768710136,6.247419834,6.748770237,7.306680202,8.023870468,1.940410018,5.600560188
0.0767,5.1684599,6.0672201,10.2173001,17.0996994,21.0589007,19.8826998,12.9568994,5.9987601,1.51259,0.0375329,3.853929996,13.73069954,6.330890179,7.081980228,7.71310997,8.293049812,8.933620453,9.501660347,10.4659996,2.485399961,7.463659763
